"","t_start","t_end","meanRt","quantile0025","quantile0975"
"32543",4,4,2.19389956679232,1.00319058394745,3.84253933349416
"32544",5,5,0.912162741241836,0.296176759195846,1.86839912016552
"32545",6,6,1.97537709590082,0.903268195294174,3.45980477154673
"32546",7,7,0.842046767960785,0.309016323257233,1.63754688581447
"32547",8,8,4.28007057020971,2.84407581078722,6.00487518271233
"32548",9,9,0.943356559405267,0.502297637406159,1.52109605774839
"32549",10,10,0.254116881386884,0.0692382974693681,0.556978022687532
"32550",11,11,0.290103933065083,0.0598264053765794,0.698636769191173
"32551",2,2,0.992555631003229,0.364250423362666,1.93024478495789
"32552",3,3,2.35191257646967,1.21526754829571,3.85753615916627
"32553",4,4,0.810223103705828,0.297337599349231,1.57565870539651
"32554",5,5,2.0469866385314,1.08993417397184,3.3006218858506
"32555",6,6,0.805310548731592,0.347675935685521,1.45184157621377
"32556",7,7,4.21063854623531,2.99417562214198,5.63123985704559
"32557",8,8,0.568151632665475,0.283619247988505,0.949864619142889
"32558",9,9,0.15316582074493,0.0315864744917711,0.368858405417572
"32559",10,10,0.266552475539027,0.054969528634936,0.641919460942701
"32560",11,11,0.948452825692548,0.34806547109993,1.84447708862543
"32561",2,2,2.28034594548848,1.17828802573929,3.74015472689636
"32562",3,3,0.934833168022326,0.375851418202471,1.74406135331092
"32563",4,4,0.524233285129401,0.0634870828899624,1.46042045920071
"32564",5,5,2.17834627423005,0.940455306754496,3.92719764232424
"32565",6,6,4.96240538122084,3.10991303261665,7.24076540637293
"32566",7,7,0.361073326087835,0.0983803288608044,0.79140711200304
"32567",8,8,2.28101727773125,1.44596928614294,3.30333593731622
"32568",9,9,6.19929870264273,4.92313801143088,7.62030998489836
"32569",10,10,6.89784837882569,6.100962615505,7.74293769728892
"32570",11,11,0.183270672489995,0.117424977988629,0.263537827388969
"32571",2,2,0.383293615623913,0.279576993381835,0.503119259939072
"32572",3,3,0.569108074070737,0.11736376678079,1.37054269478033
"32573",4,4,1.28640173736108,0.517200217005712,2.39996143879856
"32574",5,5,6.17828612963719,4.19784567440439,8.53537511111546
